NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_001278065,GRM1,"Spinocerebellar ataxia, autosomal recessive 13, 614831 (3)",Ataxias,Curved_DNA,Local Curvature,4938,4946,9,2.18
NM_001278065,GRM1,"Spinocerebellar ataxia, autosomal recessive 13, 614831 (3)",Ataxias,G-Quadruplex,Two-tetrad weak PQS,4984,5005,22,1.0
NM_001278065,GRM1,"Spinocerebellar ataxia, autosomal recessive 13, 614831 (3)",Ataxias,Curved_DNA,Local Curvature,5767,5773,7,2.03
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,53,77,25,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,53,231,178,3.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,149,167,19,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Slipped_DNA,STR,178,213,36,3.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Z-DNA,eGZ,214,231,18,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,378,399,22,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,793,809,17,1.34
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Triplex,Triplex,1866,1889,24,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,3015,3040,26,1.83
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Hybrid,G-Quadruplex_Triplex_Overlap,3015,3055,40,1.95
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Hybrid,G-Quadruplex_Slipped_DNA_Overlap,3015,3045,30,3.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Triplex,Triplex,3018,3055,38,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Hybrid,Triplex_G-Quadruplex_Overlap,3018,3064,46,1.64
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Slipped_DNA,STR,3025,3045,21,3.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,3025,3102,77,3.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,3042,3064,23,1.47
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,R-Loop,R-loop formation sites,3049,3064,16,2.05
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Triplex,Triplex,3072,3102,31,1.0
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Curved_DNA,Local Curvature,4631,4637,7,2.03
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Curved_DNA,Local Curvature,4802,4808,7,2.03
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Curved_DNA,Local Curvature,5247,5268,22,2.61
NM_001168647,CNKSR2,"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)",Intellectual Disability,Triplex,Triplex,5247,5268,22,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,210,221,12,1.49
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,228,234,7,2.03
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,476,493,18,1.59
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,476,2052,1576,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,540,552,13,1.35
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,540,2052,1513,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,A-philic_DNA,A-philic DNA,631,642,12,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Slipped_DNA,STR,695,763,69,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,831,855,25,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,1149,1173,25,1.22
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1247,1273,27,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1720,1734,15,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1770,1792,23,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1866,1897,32,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Hybrid,Slipped_DNA_G-Quadruplex_Overlap,1893,1951,58,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Hybrid,Z-DNA_G-Quadruplex_Overlap,1893,1951,58,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,1893,2049,156,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Slipped_DNA,STR,1893,1943,51,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Z-DNA,eGZ,1893,1943,51,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1899,1927,29,1.58
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1929,1951,23,1.3
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1988,2004,17,1.04
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2032,2049,18,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2634,2647,14,1.45
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3372,3400,29,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,3372,3689,317,1.73
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,3632,3921,289,1.97
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Triplex,Triplex,3632,3676,45,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,3633,3641,9,2.18
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,i-Motif,Canonical i-motif,3669,3689,21,2.42
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,3911,3921,11,2.29
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Slipped_DNA,STR,3976,3999,24,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4187,4209,23,1.39
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4213,4230,18,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4558,4578,21,1.04
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4944,4969,26,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Triplex,Triplex,5183,5209,27,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5415,5435,21,1.19
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Global Curvature,5640,5680,41,2.05
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,5948,5954,7,2.03
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,6354,6369,16,1.28
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,6371,6380,10,2.24
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Triplex,Triplex,6606,6640,35,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,6844,6850,7,2.03
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,7212,7437,225,1.44
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Triplex,Triplex,7212,7233,22,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,7241,7261,21,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7274,7287,14,2.14
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,7414,7437,24,1.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7421,7437,17,1.47
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,7714,7725,12,1.5
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,7714,7879,165,2.26
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7714,7725,12,2.57
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,7811,7819,9,2.18
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,7861,7879,19,1.07
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Hybrid,Slipped_DNA_Cruciform_Overlap,8208,8248,40,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Slipped_DNA,STR,8208,8247,40,3.0
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Cruciform,Cruciform forming IRs,8211,8248,38,1.91
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9612,9619,8,2.11
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9621,9630,10,2.24
NM_001011645,AR,"{Prostate cancer, susceptibility to}, 176807 (3)",Cancer,Triplex,Triplex,9798,9835,38,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,90,106,17,1.26
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Z-DNA,Z-DNA,104,116,13,1.79
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,104,669,565,3.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Triplex,Triplex,133,156,24,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Hybrid,Triplex_G-Quadruplex_Overlap,133,173,40,2.25
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,133,669,536,3.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,R-Loop,R-loop formation sites,139,156,18,2.37
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Extended-loop canonical,139,173,35,3.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,R-Loop,R-loop formation sites,296,669,374,3.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Hybrid,R-Loop_G-Quadruplex_Overlap,296,679,383,2.69
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Slipped_DNA,STR,424,456,33,3.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Z-DNA,eGZ,424,456,33,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,i-Motif,Canonical i-motif,632,660,29,2.11
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,654,679,26,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,854,870,17,1.1
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Global Curvature,1337,1378,42,2.58
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,1337,1606,269,1.5
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Triplex,Triplex,1343,1371,29,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1344,1363,20,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1590,1606,17,1.1
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Global Curvature,2292,2331,40,1.51
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,3228,3235,8,2.11
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,3228,3434,206,2.31
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,3261,3267,7,2.03
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,R-Loop,R-loop formation sites,3412,3430,19,2.23
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,G-Quadruplex,Canonical intramolecular G4,3412,3434,23,1.86
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,3936,3942,7,2.03
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Triplex,Triplex,4245,4272,28,1.0
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,4246,4254,9,2.18
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Global Curvature,4676,4716,41,2.05
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,5782,5788,7,2.03
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,5988,5994,7,2.03
NM_001098512,PRKG1,"Aortic aneurysm, familial thoracic 8, 615436 (3)",Other,Curved_DNA,Local Curvature,6937,6943,7,2.03
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Slipped_DNA,STR,23,49,27,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Z-DNA,eGZ,23,49,27,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Hybrid,Slipped_DNA_R-Loop_Overlap,23,888,865,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Hybrid,Z-DNA_R-Loop_Overlap,23,888,865,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,23,888,865,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,R-Loop,R-loop formation sites,26,888,863,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Z-DNA,eGZ,75,89,15,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Z-DNA,Z-DNA,106,117,12,1.59
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,399,424,26,1.02
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,456,481,26,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,534,550,17,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,1840,1847,8,2.11
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Global Curvature,2182,2222,41,1.51
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,2188,2197,10,2.24
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,2326,2333,8,2.11
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Global Curvature,2970,3010,41,2.05
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,3701,3708,8,2.11
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Triplex,Triplex,3701,3725,25,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Triplex,Triplex,3891,3915,25,1.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,3893,3915,23,2.63
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,4256,4265,10,2.24
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4305,4323,19,1.24
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Curved_DNA,Local Curvature,4750,4759,10,2.24
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Slipped_DNA,STR,5051,5070,20,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Slipped_DNA,Direct Repeat,5162,5183,22,3.0
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Cruciform,Cruciform forming IRs,5251,5278,28,1.6
NM_001127217,SMAD9,"Pulmonary hypertension, primary, 2, 615342 (3)",Other,Slipped_DNA,STR,5255,5274,20,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Curved_DNA,Local Curvature,88,94,7,2.03
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Triplex,Triplex,97,172,76,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,97,1502,1405,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Curved_DNA,Local Curvature,144,172,29,2.72
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Curved_DNA,Local Curvature,177,184,8,2.11
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,177,1502,1325,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,R-Loop,R-loop formation sites,289,1502,1214,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Slipped_DNA,STR,340,366,27,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Z-DNA,eGZ,340,366,27,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,681,697,17,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1134,1155,22,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1230,1252,23,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Triplex,Triplex,1456,1495,40,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Hybrid,Triplex_i-Motif_Overlap,1456,1502,46,1.67
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,i-Motif,Canonical i-motif,1481,1502,22,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1824,1852,29,1.55
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Hybrid,G-Quadruplex_Triplex_Overlap,1824,1896,72,1.93
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Triplex,Triplex,1837,1896,60,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Hybrid,Triplex_G-Quadruplex_Overlap,1837,1903,66,1.56
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1860,1885,26,1.33
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1887,1903,17,1.1
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1913,1932,20,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,R-Loop,R-loop formation sites,1973,2544,572,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,1973,1994,22,1.24
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2101,2123,23,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2151,2167,17,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2211,2231,21,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2360,2385,26,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Extended-loop canonical,2494,2534,41,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,2494,2733,239,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2563,2580,18,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,A-philic_DNA,A-philic DNA,2566,2577,12,3.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,R-Loop,R-loop formation sites,2725,2733,9,2.78
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Curved_DNA,Local Curvature,2906,2912,7,2.03
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,3221,3234,14,1.63
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,3251,3271,21,1.36
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,Triplex,Triplex,3710,3738,29,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,4205,4221,17,1.34
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,4418,4436,19,1.0
NM_018014,BCL11A,"Dias-Logan syndrome, 617101 (3)",Syndromes,R-Loop,R-loop formation sites,4622,4636,15,2.21
NM_002972,SBF1,"Charcot-Marie-Tooth disease, type 4B3, 615284 (3)",Other,G-Quadruplex,Extended-loop canonical,1,34,34,3.0
NM_002972,SBF1,"Charcot-Marie-Tooth disease, type 4B3, 615284 (3)",Other,Slipped_DNA,STR,42,68,27,3.0
NM_002972,SBF1,"Charcot-Marie-Tooth disease, type 4B3, 615284 (3)",Other,Z-DNA,eGZ,42,68,27,1.0
NM_002972,SBF1,"Charcot-Marie-Tooth disease, type 4B3, 615284 (3)",Other,Hybrid,Slipped_DNA_R-Loop_Overlap,42,1714,1672,3.0
NM_002972,SBF1,"Charcot-Marie-Tooth disease, type 4B3, 615284 (3)",Other,Hybrid,Z-DNA_R-Loop_Overlap,42,1714,1672,3.0
